num|nb_reactions|nb_commentaires|text_post
116|2|0|Le problème du réchauffement climatique c’est qu’il provient d’une multitude de tous petits pourcentages, qui érigent  in fine le mur qui est devant nous. Donc ne pas s’attaquer aux 2% ou même aux 0,1% revient à ne rien faire.Car aucun domaine ne génère à lui seul un pourcentage important de l’émission de CO2, c’est ce qui rend le problème aussi complexe.Il n’y a pas le choix il faut agir sur tous les terrains, sinon effectivement on déposera le bilan.
117|0|0|C'est sûr ça va tous nous sauver d'interdire les jets privés. Surtout si on est le seul pays à le faire. Un peu plus de chômage en France et du savoir-faire en moins c'est pas grave. Et sinon , il n'y a jamais eu de sécheresse en France ? Entre 1942-1949, dans les années 70 etc. Décidément dès qu'il se passe un évènement météorologique qui sort de la moyenne, c'est l'apocalypse.
118|0|0|Kérosène à 100 euros le litre pour les jets ?
119|0|0|Julien Bayou vous voulez interdire le plus beau Jet privé Français, passer d’abord par la case formation et connaissance aéronautique générale, les riches ont besoin des pauvres et vice versa.L’Allemagne possède plus de Jets privés que la France qui est à la traîne.La vitesse sur autoroutes devrait être illimitée, le CO2 on s’en fout, plantez des arbres partout, c’est la solution.Le climat est cyclique sinon faites exploser un volcan et la température redescendra par absence du soleil.
120|1|0|Why stop at jets? Private cars are a bigger problem. And private homes. It’s the whole system of private property, of individual choice, that is the root problem. Right?
121|1|0|C’est drôle. Le raisonnement est d’abord technique (on y adhère ou pas). Et puis soudain « Sans justice sociale, pas de transition écologique ». Qu’est-ce que ça vient faire dans le raisonnement ? J’ai donc envie de parler « d’utilité sociale » de ces déplacements. Qu’on vienne challenger une star du football ou du show-business, pourquoi pas ? S’agissant de Pinault dont l’utilité sociale me paraît incontestable, je ne partage pas. À moins que le débat soit davantage politique qu’écologique. Pour conclure, il est vrai que j’ai un peu de mal avec les argumentaires qui postulent que ceux qui ne sont pas d’accord: doivent être « un peu sérieux », sont « complètement hors-sol » ou pratiquent le « whataboutisme ». Je ne sais pas comment ça se passe à l’étranger mais cette incapacité française croissante à pouvoir discuter sereinement devient franchement pénible. C’est dommage 😜
122|0|0|9millions d’Humains meurent tous les ans à cause de la pollution, ne le faisons pas pour la planète, faisons-le pour l’humanité!
123|3|0|A Clermont-Ferrand, plus qu'une seule liaison aérienne pour relier Paris (avec tous les abus financiers qu'impose une nuit d'hôtel à Paris [et les jo hashtag#paris2024 n'ont pas encore d'impact]). Ne parlons pas du train qui lui aussi a été abandonné par l'Etat et qui impose également une nuité à Paris pour toute destination transverse (nationale comme européenne). Si on veut lutter contre l'hypercentralisation parisienne, seule moyen de tenir un réel développement durable,  il faut permettre aux entreprises d'avoir recourt à ces vols pour court-circuiter les hubs parisiens imposés (ferroviaires comme aériens) Il est d'ailleurs assez logique que cette interdiction soit autant défendue par des influenceurs parisiens (politiques et économiques) qui voit que cette mesure profitera encore à l'hypercentralisation parisienne.
124|0|0|
125|0|0|Comme pour beaucoup de choses dans la vie, les extrêmes sont toxiques; le jet privé ou public d'ailleurs, il en va des enjeux encourus lors de son utilisation : quel est le but premier d'un trajet et dans quelle mesure la rapidité de ce trajet peut justifier son bilan carbone? Je suppose que dans le cas de greffes d'organes, de négociations diplomatiques géopolitiques ou d'urgence immédiate à la sécurité des populations, de la faune et de la flore, cela fait sens de recourir à des appareils dont la rentabilité carbone est absolument dantesque. Ensuite, c'est comme tous les comportements avec le transport en général, et de la part de l'ensemble de la population. Jeter l’opprobre sur les jets, c'est oublier les trajets hebdomadaires pour la maison secondaire, les trajets quotidiens faits en voiture plutôt qu'en transports en commun lorsque c'est possible, les vacances fréquentes à l'autre bout de la planète, les activités de loisirs comme le jet-ski, le ski et ses externalités (transports, hôtel, pollutions, pratique d'enneigement, étiquette énergétique des hôtels, etc), le karting, la course automobile, la vitesse sur autoroutes, le fret routier, etc.
126|0|0|Le fait que l'aviation représente 2% des émissions de CO2 ne pousse pas à l'inaction sur les jets, mais à mener l'action sur les jets puis partir très vite sur les autres mesures. Il n'y a pas une seule mesure qui a elle seule peut résoudre le sujet climatique. 
127|1|0|😂😂😂Commençons par rendre contraignantes pour les états, les mesures et décisions prises lors des COP climat,  biodiversité et Désertification. Alors cela aura du sens. Ce n'est pas en stigmatisant quelques uns qu'on arrivera à quelque chose de concret dans la sauvegarde de notre planète donc de notre humanité. Lorsque les états parties aux conventions de Rio n'ont aucune obligation quant à la réalisation de leurs engagements alors c'est juste inefficace. Alors pourquoi des mesures contraignantes pour certains ? 
128|1|1|« Progressera » vers où ?
129|1|0|« Progressera » vers où ?
130|1|0|Si l'aviation d'affaires en France était supprimée, nous perdrions de nombreux acteurs économiques, et beaucoup d'emplois. Et ensuite quid des transports de dons d'organes ? Avons-nous oublié les évacuations sanitaires effectuées durant la pandémie de la Covid 19 ?L'aviation d'affaires permet aux entreprises d'optimiser ses déplacement, et d'être performants face à la concurrence.En revanche, cela ferait rigoler nombre de pays et de sociétés étrangères.
131|0|0|Mince... je dois trouver un nouveau projet pour mes économies ! La montgolfière privative, ça passe ?
132|0|2|, oh, je suis confus et vous remercie de m'ouvrir les yeux, tant sur mon ignorance que sur mon déclassement social. Mais là n'est pas l'essentiel, puisque en effet il faut sauver la planète, le métier de sauveur professionnel de planète est le seul métier d'avenir et il est essentiel d'en faire prendre conscience à la collectivité Linkedin : grâces vous en soient rendues.Que seraient devenues en effet les grandes causes historiques sans ces milliers d'anonymes qui sacrifiaient corps et âmes (ceux des autres de préférence) ? Jamais autant d'âmes n'auraient pu être sauvées sans le grandiose travail des inquisiteurs dominicains; jamais la race aryenne n'aurait triomphé sans le combat des SS, jamais le prolétariat n'aurait brisé ses chaînes sans l'avant gardisme de ses commissaires politiques, de ses héros prolétariens comme Trotski, Staline, Mao, Pol Pot...Je comprends donc qu'il est indispensable de mobiliser toutes les energies autour de la cause planétaire, puisque ce nouveau millénaire reprend les grandes peurs de l'an mille, avec aussi sa mission émancipatrice : votre sacrifice ne sera pas vain ! Vous entrerez au Panthéon des humbles cuistres qui réorganisent le Monde pour son bien, mieux pour sa survie !
133|0|0| Thomas Wagner travaille pour informer sur ce qui est le plus important bouleversement météorologique, humain, agriculturel et in fine économique (puisque vraisemblablement c'est l'enjeu dominant selon beaucoup de personnes ici) que nos différents générations vont connaître dans les quelques années à venir. Vous ne voulez pas le voir car cela remet en cause l'économie et avec elle notre confort d'occidental. Je le conçois, faire l'autruche fonctionne plutôt bien en économie et en politique, technique consistant avant tout à épuiser l'adversaire par la mauvaise foi. Sauf qu'en face c'est la Terre, et qu'elle anéantira l'humanité en un battement de cil avant de restorer la biodiversité.Bref, Bon Pote travaille à vous réveiller avec des arguments lorsque vous défendez une caste dont vous ne faites pas partie. 
134|0|0|, oh, je suis confus et vous remercie de m'ouvrir les yeux, tant sur mon ignorance que sur mon déclassement social. Mais là n'est pas l'essentiel, puisque en effet il faut sauver la planète, le métier de sauveur professionnel de planète est le seul métier d'avenir et il est essentiel d'en faire prendre conscience à la collectivité Linkedin : grâces vous en soient rendues.Que seraient devenues en effet les grandes causes historiques sans ces milliers d'anonymes qui sacrifiaient corps et âmes (ceux des autres de préférence) ? Jamais autant d'âmes n'auraient pu être sauvées sans le grandiose travail des inquisiteurs dominicains; jamais la race aryenne n'aurait triomphé sans le combat des SS, jamais le prolétariat n'aurait brisé ses chaînes sans l'avant gardisme de ses commissaires politiques, de ses héros prolétariens comme Trotski, Staline, Mao, Pol Pot...Je comprends donc qu'il est indispensable de mobiliser toutes les energies autour de la cause planétaire, puisque ce nouveau millénaire reprend les grandes peurs de l'an mille, avec aussi sa mission émancipatrice : votre sacrifice ne sera pas vain ! Vous entrerez au Panthéon des humbles cuistres qui réorganisent le Monde pour son bien, mieux pour sa survie !
135|1|0|Un exemple de vol en jet privé compatible avec l'accord de Paris.De rien 😉
136|0|0|Ou alors on peut autoriser les jets privés qui utilisent de l’hydrogene vert exclusivement : mr pinaut serait sûrement heureux d’associer son nom au développement d’une énergie verte qui nécessite de gros investissements tout de suite (et plein d’autres,même des joueurs de foot …)
137|0|0|Ça ne passera jamais vu que les patrons de macron sont les principaux utilisateurs. Ils ont l'impunité. 
138|1|1|J'imagine que ce commentaire s'adressait à moi ? Oui j'ai déjà travaillé avec des gens à l'internationale, sur plusieurs fuseaux différents, et oui ça se fait très bien en télétravail. Quand à la confiance, elle s'acquiert avant tout par la sincérité et l'équité des échanges, par les actions du quotidien, même chose pour la complicité que l'on peut très bien développer à distance. Est-ce que j'ai déjà piloté des équipes situées à l'autre bout du monde ? Oui. En chine, en Argentine, au Québec, en Inde. On peut dire que ça s'est plutôt bien passé avec eux. Prétendre la nécessité du "contact humain" est une mauvaise excuse. De toutes façons, le climat se fout pas mal de nos caprices, en revanche, les caprices du climat, j'attends avec impatience le gros malin qui pourra prétendre s'en foutre.
